acceptance_status;acceptance_statuscode;acceptance_timestamp;acceptance_retrycount;interactionmode;createdon;identificationmethod;identity_issuingcountry_code;identity_idcloudanalysis_errormessage;nationality_name
Rejected;UnknownIdentificationMethod;2020-11-09 12:14:53.380;1.0;;09/11/2020 12:13;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-10 07:07:50.113;1.0;;10/11/2020 07:06;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-21 14:02:57.503;1.0;;21/10/2020 13:57;EID;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:25:56.410;1.0;NonInteractive;26/01/2021 07:49;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:57:07.617;1.0;NonInteractive;14/12/2020 16:14;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:47:26.620;1.0;NonInteractive;03/12/2020 12:20;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-04 05:04:00.390;1.0;NonInteractive;04/03/2021 04:46;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:01:40.967;1.0;NonInteractive;17/12/2020 16:55;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-16 08:25:10.663;1.0;;16/09/2020 08:17;DOCUMENT;DEU;0;Germany
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:27:55.607;1.0;;09/11/2020 12:13;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:20:53.573;1.0;NonInteractive;18/01/2021 16:24;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-15 12:26:55.020;1.0;NonInteractive;15/12/2020 12:25;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-09 09:26:00.297;1.0;NonInteractive;09/12/2020 09:24;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:42:59.437;;;10/08/2020 10:42;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:01:17.707;1.0;NonInteractive;17/12/2020 15:31;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-07 14:28:08.587;1.0;NonInteractive;07/12/2020 14:25;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-13 11:56:10.867;1.0;;13/11/2020 11:21;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-11 13:52:27.590;1.0;;11/11/2020 13:51;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:16.797;;;19/08/2020 08:27;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-01-29 13:05:01.040;1.0;Interactive;29/01/2021 12:52;DOCUMENT;CZE;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:49:36.777;1.0;NonInteractive;16/02/2021 10:11;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2021-02-03 10:31:28.367;1.0;Interactive;03/02/2021 10:26;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:35.133;1.0;;19/10/2020 11:14;DOCUMENT;;0;
Rejected;ManualReviewFailedRetry;2020-10-27 10:23:02.473;1.0;;27/10/2020 10:18;DOCUMENT;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-06 15:42:21.970;1.0;;06/11/2020 15:40;;;0;
Approved;IdentityVerificationSucceeded;2020-09-15 15:11:48.390;1.0;;15/09/2020 15:11;EID;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:57:12.777;1.0;;30/09/2020 15:34;DOCUMENT;FRA;0;
Rejected;UnknownIdentificationMethod;2020-11-05 20:06:49.987;1.0;;05/11/2020 20:05;PROFILE_API_TEST;;0;
Approved;SuspiciousDocument;2021-02-25 07:10:57.663;1.0;NonInteractive;25/02/2021 07:06;DOCUMENT;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-12-09 09:20:06.380;1.0;NonInteractive;09/12/2020 09:17;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-01-05 09:05:00.840;1.0;NonInteractive;05/01/2021 08:51;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:58:10.240;1.0;NonInteractive;15/12/2020 13:40;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-28 09:54:25.070;1.0;NonInteractive;28/12/2020 09:52;DOCUMENT;CZE;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-09 09:46:58.710;1.0;;09/10/2020 09:45;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:14:36.597;1.0;NonInteractive;11/01/2021 15:32;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-18 17:48:51.000;1.0;NonInteractive;18/12/2020 17:48;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:04:17.297;1.0;NonInteractive;21/12/2020 10:24;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-09 10:02:04.600;1.0;;09/11/2020 10:00;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:07:09.240;1.0;NonInteractive;22/12/2020 11:58;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-08 22:08:46.877;2.0;NonInteractive;08/12/2020 22:00;DOCUMENT;DEU;0;Germany
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:18.557;1.0;;17/11/2020 13:44;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:06.587;1.0;;19/11/2020 17:03;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:47:47.867;1.0;;07/09/2020 10:29;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2021-03-09 11:35:19.727;1.0;Interactive;09/03/2021 11:33;ITSME;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:36.160;1.0;;20/11/2020 12:43;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-09 14:42:29.047;1.0;;09/11/2020 14:37;;;0;
Approved;;2020-07-29 04:45:16.237;;;29/07/2020 04:43;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToUserInactivity;2021-02-10 08:37:01.467;1.0;NonInteractive;10/02/2021 08:33;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-03-04 18:51:00.577;1.0;NonInteractive;04/03/2021 18:40;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:55:29.923;1.0;;27/09/2020 11:53;DOCUMENT;BEL;0;Belgium
Rejected;ManualReviewFailedRetry;2020-09-14 15:30:02.503;1.0;;14/09/2020 15:27;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:30:57.793;1.0;NonInteractive;29/01/2021 14:03;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-01-25 09:07:01.120;1.0;NonInteractive;25/01/2021 08:54;DOCUMENT;FRA;0;France
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:37:06.160;1.0;NonInteractive;04/02/2021 10:58;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:09:27.210;1.0;NonInteractive;04/01/2021 10:05;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-22 07:00:35.900;1.0;;22/09/2020 06:49;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:47:23.410;1.0;NonInteractive;03/12/2020 11:51;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:43:24.410;1.0;NonInteractive;10/02/2021 11:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:47:32.627;1.0;;20/11/2020 17:30;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:09:22.773;1.0;NonInteractive;04/01/2021 09:57;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:26.897;1.0;NonInteractive;27/11/2020 09:02;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-19 11:27:41.650;1.0;;19/10/2020 11:23;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-04 13:51:25.280;1.0;NonInteractive;04/01/2021 13:45;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-09-29 14:32:28.543;1.0;;29/09/2020 14:32;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-23 14:46:00.180;1.0;NonInteractive;23/02/2021 14:35;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-23 14:56:00.420;1.0;NonInteractive;23/02/2021 14:45;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:37:31.407;1.0;;12/11/2020 09:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:50:44.760;1.0;NonInteractive;16/02/2021 15:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:03:36.550;1.0;;13/10/2020 13:07;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:27:03.930;1.0;;09/11/2020 10:32;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:21.717;1.0;;17/11/2020 15:49;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:42:18.517;;;06/08/2020 11:37;DOCUMENT;UKR;0;Ukraine
Approved;;2020-09-09 08:35:50.847;1.0;;09/09/2020 08:34;;;0;
Rejected;UnknownIdentificationMethod;2020-09-30 09:39:42.450;1.0;;30/09/2020 09:39;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-21 09:54:09.860;1.0;NonInteractive;21/01/2021 09:53;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:52:40.517;1.0;NonInteractive;18/02/2021 09:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:00:22.440;1.0;;07/10/2020 09:58;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:53:22.187;1.0;NonInteractive;18/02/2021 13:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-09 10:03:00.613;1.0;NonInteractive;09/12/2020 09:45;DOCUMENT;;0;
Approved;IdentityVerificationSucceeded;2021-01-27 13:14:41.637;1.0;NonInteractive;27/01/2021 13:14;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:53:31.143;1.0;;21/09/2020 11:02;DOCUMENT;;1;
Rejected;UnknownIdentificationMethod;2020-11-10 15:18:18.617;1.0;;10/11/2020 15:16;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-04 12:24:21.853;1.0;;04/11/2020 12:23;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-01 09:34:01.117;1.0;NonInteractive;01/03/2021 09:22;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2021-01-12 15:01:03.457;1.0;Interactive;12/01/2021 13:43;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:23:42.623;1.0;NonInteractive;20/01/2021 15:54;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-29 14:32:35.740;1.0;NonInteractive;29/12/2020 14:30;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:03:21.783;1.0;NonInteractive;18/12/2020 15:45;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:10:28.630;1.0;NonInteractive;05/01/2021 09:04;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:45:06.740;1.0;;20/11/2020 09:40;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:43:41.067;;;11/08/2020 14:07;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-13 09:36:48.480;1.0;;13/11/2020 09:35;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2021-01-29 18:14:39.977;1.0;NonInteractive;29/01/2021 18:14;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:35:36.387;;;22/07/2020 05:37;DOCUMENT;DEU;0;Germany
Rejected;UnknownIdentificationMethod;2020-11-03 15:15:46.317;1.0;;03/11/2020 15:15;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 12:21:04.477;1.0;;09/11/2020 12:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:43:03.703;1.0;NonInteractive;10/02/2021 11:18;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-10-01 14:49:02.343;1.0;;01/10/2020 14:38;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:03:01.773;1.0;;13/10/2020 12:09;DOCUMENT;UKR;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:35.243;1.0;;18/11/2020 13:32;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-30 13:24:26.090;1.0;;30/10/2020 13:23;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:51:35.593;1.0;NonInteractive;08/12/2020 17:27;DOCUMENT;;0;
Rejected;UnknownIdentificationMethod;2020-11-10 09:45:12.850;1.0;;10/11/2020 09:43;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-03 12:41:04.923;1.0;;03/11/2020 12:40;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-11 07:48:54.647;1.0;;11/11/2020 07:37;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-09-24 16:12:26.877;1.0;;24/09/2020 16:11;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-02 12:55:20.743;1.0;;02/10/2020 12:53;DOCUMENT;BEL;0;India
Approved;;2020-08-03 10:59:17.717;;;03/08/2020 10:57;DOCUMENT;UKR;1;Ukraine
Approved;;2020-08-24 09:52:50.757;3.0;;24/08/2020 09:47;DOCUMENT;FRA;0;France
Rejected;ManualReviewFailedReject;2020-09-07 16:16:01.197;1.0;;07/09/2020 16:14;DOCUMENT;;1;
Approved;;2020-09-10 08:42:38.497;1.0;;10/09/2020 08:42;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-19 08:40:05.450;1.0;;19/10/2020 08:38;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:17.040;1.0;NonInteractive;26/11/2020 10:16;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:33:44.620;1.0;NonInteractive;01/02/2021 15:04;PROFILE_API_TEST;;0;
Approved;;2020-08-06 11:48:31.480;;;06/08/2020 11:47;ITSME;;0;
Rejected;UnknownIdentificationMethod;2020-11-03 15:03:57.390;1.0;;03/11/2020 15:02;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2020-09-25 14:24:01.890;1.0;;25/09/2020 14:20;DOCUMENT;UKR;1;
Approved;IdentityVerificationSucceeded;2021-01-11 15:00:02.833;1.0;NonInteractive;11/01/2021 14:56;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:08:09.660;1.0;NonInteractive;23/12/2020 09:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:44:00.870;;;12/08/2020 12:15;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:09:43.880;1.0;NonInteractive;04/01/2021 12:52;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:01.963;1.0;NonInteractive;24/11/2020 10:16;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:47:06.410;1.0;NonInteractive;11/02/2021 13:15;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-24 13:21:49.963;1.0;NonInteractive;24/11/2020 13:21;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-11 14:33:18.857;1.0;;11/11/2020 14:31;;;0;
Approved;IdentityVerificationSucceeded;2020-12-18 16:35:28.300;1.0;NonInteractive;18/12/2020 16:35;EID;BEL;0;Belgium
Rejected;UnknownIdentificationMethod;2020-11-05 09:15:03.593;1.0;;05/11/2020 09:14;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-15 10:56:40.557;1.0;NonInteractive;15/12/2020 10:52;DOCUMENT;UKR;0;Ukraine
Rejected;ManualReviewFailedReject;2020-12-22 12:42:04.480;1.0;NonInteractive;22/12/2020 12:38;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:45:35.693;;;18/08/2020 08:55;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-03-04 11:20:01.007;1.0;NonInteractive;04/03/2021 10:54;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:44:35.717;;;13/08/2020 14:45;DOCUMENT;ROU;0;Romania
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:13:56.153;1.0;NonInteractive;08/01/2021 17:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToUserInactivity;2021-01-12 07:56:03.690;1.0;NonInteractive;12/01/2021 07:25;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:22:17.020;1.0;NonInteractive;19/01/2021 14:09;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-01-20 16:29:00.647;1.0;NonInteractive;20/01/2021 16:17;DOCUMENT;CZE;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:36:49.797;1.0;NonInteractive;03/02/2021 15:35;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-07 12:42:09.183;1.0;NonInteractive;07/01/2021 12:41;EID;BEL;0;Belgium
Approved;;2020-08-04 08:38:09.263;;;04/08/2020 08:36;ITSME;;0;
Approved;IdentityVerificationSucceeded;2021-02-03 11:17:46.953;1.0;NonInteractive;03/02/2021 11:16;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:47:14.243;1.0;NonInteractive;11/02/2021 14:03;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-28 16:36:53.010;1.0;;28/10/2020 16:36;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:30:10.597;1.0;NonInteractive;29/01/2021 09:37;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:51:01.863;1.0;;11/09/2020 07:18;DOCUMENT;;1;
Rejected;UnknownIdentificationMethod;2020-10-30 15:03:08.977;1.0;;30/10/2020 15:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:30:16.960;1.0;NonInteractive;29/01/2021 10:47;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:45:00.787;;;14/08/2020 10:20;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:21:16.810;1.0;NonInteractive;19/01/2021 07:49;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:49:32.553;1.0;NonInteractive;07/12/2020 11:44;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:52:51.927;1.0;NonInteractive;09/12/2020 17:44;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:16.247;1.0;;17/11/2020 13:37;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:36:05.660;1.0;NonInteractive;02/02/2021 22:50;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:19:10.090;1.0;;28/10/2020 10:30;DOCUMENT;UKR;0;Ukraine
Rejected;ManualReviewFailedRetry;2020-09-25 14:21:01.710;1.0;;25/09/2020 14:18;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:22:23.970;1.0;NonInteractive;19/01/2021 15:41;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-06 10:49:19.567;1.0;;06/10/2020 10:47;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-04 16:27:00.600;1.0;NonInteractive;04/02/2021 16:13;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:29:17.397;1.0;;10/11/2020 08:06;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:17:22.277;1.0;NonInteractive;13/01/2021 18:34;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:46:39.657;1.0;;25/08/2020 16:10;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:22:39.250;1.0;NonInteractive;19/01/2021 17:11;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-17 06:03:40.097;2.0;;17/09/2020 05:56;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:46:52.417;1.0;NonInteractive;11/02/2021 09:59;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-02 07:33:06.367;1.0;;02/10/2020 07:29;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-07 10:32:02.167;1.0;NonInteractive;07/12/2020 10:28;DOCUMENT;UKR;1;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:02:34.017;1.0;NonInteractive;18/12/2020 11:46;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:45:56.227;1.0;NonInteractive;01/12/2020 13:27;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-21 14:35:26.473;1.0;;21/10/2020 14:28;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:24.220;1.0;;17/11/2020 16:11;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-17 11:38:48.117;1.0;;17/11/2020 11:36;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:35:47.897;1.0;NonInteractive;02/02/2021 17:23;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-05 12:15:49.843;1.0;NonInteractive;05/01/2021 11:32;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-21 12:32:51.117;1.0;;21/10/2020 12:26;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-28 10:00:11.430;1.0;;28/10/2020 09:58;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:27:34.333;1.0;NonInteractive;27/01/2021 11:47;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:51:58.263;1.0;NonInteractive;17/02/2021 13:04;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-13 12:26:41.043;1.0;;13/10/2020 12:26;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-25 07:19:44.037;1.0;;25/09/2020 07:19;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-09-11 10:49:31.307;1.0;;11/09/2020 10:48;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:38.677;1.0;;20/11/2020 13:30;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-09-18 13:18:02.060;1.0;;18/09/2020 13:16;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2020-10-06 12:16:26.247;1.0;;06/10/2020 11:40;EID;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:00:41.683;1.0;;07/10/2020 12:50;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:59:21.717;1.0;NonInteractive;16/12/2020 10:53;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-12 15:19:17.373;1.0;;12/10/2020 15:17;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:15:54.610;1.0;NonInteractive;13/01/2021 08:41;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-28 12:26:05.813;1.0;;28/10/2020 12:25;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:36.063;1.0;NonInteractive;26/11/2020 13:29;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2021-01-12 16:28:02.887;1.0;Interactive;12/01/2021 14:56;DOCUMENT;UKR;1;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 16:15:00.467;1.0;;23/11/2020 15:26;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-21 17:36:54.947;1.0;;21/10/2020 17:33;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-30 15:38:43.867;1.0;Interactive;30/11/2020 15:37;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:38.380;1.0;NonInteractive;26/11/2020 13:36;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:12:24.507;1.0;NonInteractive;07/01/2021 11:58;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-23 15:58:50.910;1.0;;23/10/2020 15:57;EID;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:59.863;1.0;NonInteractive;25/11/2020 17:15;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-02 12:47:52.567;1.0;;02/10/2020 12:46;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:00.880;1.0;NonInteractive;25/11/2020 17:42;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:47:00.620;1.0;NonInteractive;11/02/2021 11:31;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-23 10:45:50.493;1.0;;23/09/2020 10:45;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:06:23.613;1.0;NonInteractive;22/12/2020 10:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:35:34.070;;;21/07/2020 09:24;DOCUMENT;FRA;0;
Approved;IdentityVerificationSucceeded;2020-11-16 07:52:52.157;1.0;;16/11/2020 07:52;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:46.503;1.0;NonInteractive;25/11/2020 10:42;PROFILE_API_TEST;;0;
