app_id,app_status,ipRange,ipHop,timeSubmitSec,browser,package,inList,inCust,weekDay,appHour,score
4094,valid,12307.0,0.0,24.0,3.0,0.0,0.0,0,5.0,9.0,0
4095,valid,6153.0,0.0,17.0,1.0,3.0,0.0,1,4.0,11.0,0
4096,valid,9230.0,0.0,20.0,2.0,0.0,0.0,0,6.0,12.0,0
4097,valid,12307.0,0.0,20.0,0.0,3.0,0.0,0,6.0,11.0,0
4098,valid,15384.0,1.0,17.0,5.0,6.0,0.0,1,6.0,9.0,0
4099,valid,15384.0,1.0,19.0,2.0,3.0,1.0,0,4.0,8.0,0
4100,valid,15384.0,0.0,22.0,3.0,9.0,0.0,1,6.0,8.0,0
4101,valid,15384.0,0.0,18.0,1.0,0.0,1.0,0,5.0,12.0,0
4102,valid,12307.0,0.0,23.0,0.0,3.0,0.0,1,5.0,11.0,0
4103,valid,15384.0,0.0,21.0,0.0,0.0,0.0,1,6.0,6.0,0
4104,valid,12307.0,0.0,20.0,0.0,0.0,0.0,1,6.0,9.0,0
4105,valid,12307.0,0.0,21.0,4.0,3.0,0.0,0,5.0,12.0,0
4106,valid,18461.0,1.0,21.0,0.0,3.0,0.0,1,4.0,11.0,0
4107,valid,12307.0,0.0,17.0,2.0,0.0,0.0,0,5.0,10.0,0
4108,valid,6153.0,0.0,20.0,8.0,6.0,0.0,1,4.0,12.0,0
4109,valid,15384.0,0.0,19.0,1.0,9.0,1.0,0,6.0,12.0,0
4110,valid,9230.0,1.0,21.0,1.0,15.0,0.0,0,6.0,10.0,0
4111,valid,6153.0,0.0,23.0,2.0,0.0,0.0,0,5.0,11.0,0
4112,valid,18461.0,1.0,23.0,0.0,9.0,0.0,1,6.0,11.0,0
4113,valid,9230.0,0.0,18.0,1.0,3.0,0.0,1,3.0,9.0,0
4114,valid,12307.0,0.0,22.0,0.0,9.0,0.0,1,6.0,10.0,0
4115,valid,3076.0,1.0,22.0,1.0,0.0,0.0,0,6.0,9.0,0
4116,valid,24615.0,0.0,23.0,0.0,9.0,0.0,1,6.0,16.0,0
4117,valid,3076.0,1.0,20.0,1.0,12.0,0.0,1,6.0,10.0,0
4118,valid,15384.0,1.0,17.0,1.0,6.0,0.0,1,5.0,9.0,0
4119,valid,9230.0,0.0,23.0,0.0,3.0,0.0,1,6.0,10.0,0
4120,valid,15384.0,0.0,23.0,1.0,3.0,0.0,1,5.0,10.0,0
4121,valid,6153.0,0.0,16.0,3.0,3.0,0.0,1,6.0,12.0,0
4122,valid,9230.0,0.0,18.0,2.0,6.0,0.0,1,6.0,9.0,0
4123,valid,15384.0,0.0,20.0,0.0,3.0,0.0,1,4.0,11.0,0
4124,valid,24615.0,0.0,18.0,2.0,6.0,0.0,1,4.0,8.0,0
4125,valid,6153.0,1.0,21.0,4.0,3.0,0.0,1,4.0,13.0,0
4126,valid,6153.0,0.0,18.0,0.0,0.0,0.0,0,5.0,9.0,0
4127,valid,9230.0,0.0,15.0,1.0,15.0,0.0,1,5.0,9.0,0
4128,valid,15384.0,0.0,19.0,2.0,3.0,0.0,1,5.0,8.0,0
4129,valid,15384.0,0.0,20.0,0.0,3.0,0.0,1,3.0,8.0,0
4130,valid,21538.0,0.0,21.0,5.0,6.0,0.0,1,6.0,12.0,0
4131,valid,15384.0,0.0,20.0,0.0,3.0,0.0,1,4.0,11.0,0
4132,valid,9230.0,1.0,19.0,1.0,3.0,0.0,1,4.0,8.0,0
4133,valid,12307.0,0.0,18.0,4.0,6.0,0.0,0,4.0,8.0,0
4134,valid,6153.0,0.0,21.0,0.0,12.0,0.0,1,5.0,11.0,0
4135,valid,12307.0,0.0,17.0,2.0,3.0,0.0,1,6.0,12.0,0
4136,valid,15384.0,0.0,16.0,1.0,3.0,0.0,1,5.0,9.0,0
4137,valid,6153.0,0.0,17.0,0.0,6.0,0.0,1,5.0,10.0,0
4138,valid,9230.0,0.0,22.0,0.0,0.0,0.0,1,6.0,10.0,0
4139,valid,0.0,0.0,21.0,3.0,3.0,0.0,0,6.0,10.0,0
4140,valid,12307.0,1.0,18.0,0.0,0.0,0.0,1,6.0,10.0,0
4141,valid,15384.0,0.0,19.0,1.0,3.0,0.0,1,3.0,16.0,0
4142,valid,24615.0,1.0,20.0,1.0,6.0,0.0,1,1.0,8.0,0
4143,valid,12307.0,0.0,19.0,1.0,0.0,0.0,1,5.0,12.0,0
4144,valid,9230.0,0.0,19.0,2.0,9.0,0.0,0,5.0,11.0,0
4145,valid,9230.0,0.0,21.0,2.0,9.0,0.0,0,6.0,13.0,0
4146,valid,21538.0,0.0,21.0,0.0,0.0,0.0,0,4.0,9.0,0
4147,valid,9230.0,0.0,21.0,2.0,0.0,0.0,1,6.0,12.0,0
4148,valid,6153.0,0.0,17.0,0.0,24.0,0.0,1,6.0,12.0,0
4149,valid,9230.0,1.0,18.0,4.0,3.0,0.0,1,5.0,12.0,0
4150,valid,9230.0,0.0,22.0,1.0,0.0,0.0,1,4.0,12.0,0
4151,valid,9230.0,1.0,21.0,2.0,6.0,0.0,1,6.0,11.0,0
4152,valid,6153.0,0.0,21.0,3.0,3.0,0.0,1,6.0,11.0,0
4153,valid,9230.0,0.0,20.0,2.0,3.0,0.0,1,5.0,10.0,0
4154,valid,12307.0,0.0,19.0,1.0,0.0,0.0,1,5.0,10.0,0
4155,valid,15384.0,1.0,20.0,2.0,15.0,0.0,1,4.0,9.0,0
4156,valid,12307.0,0.0,18.0,0.0,3.0,0.0,1,4.0,6.0,0
4157,valid,6153.0,0.0,22.0,1.0,0.0,0.0,1,3.0,10.0,0
4158,valid,6153.0,1.0,23.0,0.0,0.0,0.0,0,5.0,11.0,0
4159,valid,3076.0,0.0,18.0,5.0,0.0,1.0,1,3.0,9.0,0
4160,valid,9230.0,1.0,22.0,1.0,9.0,0.0,0,4.0,10.0,0
4161,valid,6153.0,0.0,23.0,1.0,6.0,0.0,0,6.0,14.0,0
4162,valid,15384.0,0.0,21.0,1.0,3.0,0.0,0,5.0,9.0,0
4163,valid,33846.0,0.0,22.0,1.0,12.0,1.0,1,3.0,5.0,0
4164,valid,6153.0,0.0,19.0,0.0,6.0,1.0,1,5.0,7.0,0
4165,valid,18461.0,0.0,19.0,0.0,3.0,4.0,1,5.0,12.0,0
4166,valid,0.0,0.0,19.0,0.0,6.0,1.0,1,5.0,10.0,0
4167,valid,6153.0,0.0,21.0,2.0,9.0,0.0,1,4.0,11.0,0
4168,valid,0.0,0.0,21.0,1.0,9.0,0.0,1,5.0,10.0,0
4169,valid,15384.0,0.0,20.0,2.0,0.0,0.0,1,6.0,12.0,0
4170,valid,15384.0,0.0,20.0,3.0,3.0,0.0,1,4.0,12.0,0
4171,valid,9230.0,1.0,20.0,2.0,3.0,0.0,1,5.0,11.0,0
4172,valid,6153.0,0.0,20.0,2.0,3.0,0.0,1,5.0,10.0,0
4173,valid,9230.0,1.0,17.0,1.0,3.0,0.0,0,6.0,11.0,0
4174,valid,9230.0,1.0,16.0,1.0,0.0,0.0,0,4.0,11.0,0
4175,valid,9230.0,0.0,17.0,0.0,0.0,0.0,1,3.0,9.0,0
4176,valid,9230.0,1.0,16.0,0.0,3.0,0.0,1,6.0,10.0,0
4177,valid,9230.0,0.0,18.0,6.0,6.0,0.0,1,6.0,11.0,0
4178,valid,9230.0,1.0,19.0,1.0,3.0,0.0,1,6.0,10.0,0
4179,valid,12307.0,0.0,17.0,2.0,0.0,2.0,1,5.0,9.0,0
4180,valid,12307.0,0.0,19.0,5.0,3.0,0.0,1,3.0,10.0,0
4181,valid,18461.0,0.0,21.0,2.0,0.0,0.0,0,5.0,12.0,0
4182,valid,3076.0,1.0,18.0,1.0,0.0,0.0,1,3.0,8.0,0
4183,valid,12307.0,1.0,24.0,2.0,0.0,0.0,1,6.0,11.0,0
4184,valid,6153.0,0.0,20.0,1.0,3.0,3.0,1,6.0,8.0,0
4185,valid,9230.0,0.0,16.0,0.0,0.0,0.0,1,6.0,10.0,0
4186,valid,9230.0,0.0,19.0,0.0,3.0,0.0,1,6.0,9.0,0
4187,valid,3076.0,0.0,19.0,0.0,12.0,2.0,1,6.0,8.0,0
4188,valid,9230.0,0.0,21.0,0.0,3.0,0.0,1,4.0,11.0,0
4189,valid,6153.0,0.0,22.0,2.0,3.0,0.0,0,2.0,11.0,0
4190,valid,6153.0,2.0,17.0,0.0,9.0,0.0,1,4.0,7.0,0
4191,valid,18461.0,0.0,20.0,0.0,15.0,0.0,0,5.0,11.0,0
4192,valid,27692.0,0.0,21.0,2.0,9.0,0.0,1,2.0,7.0,0
4193,valid,12307.0,0.0,21.0,0.0,15.0,0.0,1,6.0,8.0,0
4194,valid,6153.0,0.0,17.0,5.0,3.0,0.0,0,4.0,11.0,0
4195,valid,6153.0,0.0,22.0,1.0,3.0,1.0,1,6.0,8.0,0
4196,valid,21538.0,0.0,22.0,4.0,12.0,0.0,0,5.0,10.0,0
4197,valid,9230.0,1.0,19.0,1.0,0.0,0.0,1,6.0,8.0,0
4198,valid,9230.0,0.0,20.0,0.0,9.0,0.0,1,5.0,13.0,0
4199,valid,3076.0,1.0,20.0,0.0,0.0,0.0,1,6.0,11.0,0
4200,valid,3076.0,0.0,20.0,4.0,0.0,0.0,1,6.0,10.0,0
4201,valid,15384.0,0.0,22.0,1.0,3.0,0.0,0,3.0,7.0,0
4202,valid,18461.0,0.0,14.0,0.0,24.0,0.0,1,6.0,10.0,0
4203,valid,12307.0,0.0,22.0,2.0,0.0,0.0,1,5.0,9.0,0
4204,valid,21538.0,0.0,21.0,3.0,3.0,0.0,0,5.0,14.0,0
4205,valid,15384.0,0.0,20.0,1.0,0.0,0.0,0,6.0,10.0,0
4206,valid,12307.0,0.0,18.0,2.0,9.0,1.0,1,6.0,10.0,0
4207,valid,3076.0,0.0,19.0,1.0,6.0,0.0,1,6.0,11.0,0
4208,valid,9230.0,2.0,18.0,0.0,3.0,0.0,1,6.0,11.0,0
4209,valid,9230.0,0.0,20.0,1.0,6.0,0.0,1,6.0,11.0,0
4210,valid,6153.0,0.0,20.0,1.0,6.0,0.0,1,6.0,12.0,0
4211,valid,15384.0,0.0,20.0,0.0,3.0,1.0,1,6.0,12.0,0
4212,valid,18461.0,1.0,19.0,2.0,15.0,0.0,1,4.0,10.0,0
4213,valid,15384.0,1.0,20.0,1.0,6.0,0.0,1,2.0,11.0,0
4214,valid,18461.0,1.0,24.0,3.0,0.0,0.0,1,5.0,9.0,0
4215,valid,18461.0,0.0,21.0,2.0,3.0,0.0,1,4.0,8.0,0
4216,valid,6153.0,0.0,19.0,3.0,6.0,0.0,1,6.0,11.0,0
4217,valid,18461.0,0.0,18.0,2.0,3.0,0.0,1,5.0,12.0,0
4218,valid,9230.0,0.0,19.0,2.0,3.0,0.0,1,6.0,12.0,0
4219,valid,18461.0,0.0,21.0,3.0,3.0,0.0,1,5.0,13.0,0
4220,valid,18461.0,0.0,19.0,0.0,3.0,0.0,1,5.0,9.0,0
4221,valid,21538.0,0.0,21.0,1.0,3.0,0.0,1,5.0,11.0,0
4222,valid,12307.0,0.0,18.0,0.0,15.0,1.0,0,4.0,12.0,0
4223,valid,15384.0,0.0,22.0,2.0,3.0,0.0,1,5.0,9.0,0
4224,valid,6153.0,0.0,18.0,0.0,6.0,2.0,1,5.0,11.0,0
4225,valid,6153.0,0.0,17.0,1.0,3.0,0.0,1,4.0,9.0,0
4226,valid,18461.0,0.0,20.0,3.0,0.0,0.0,1,6.0,11.0,0
4227,valid,21538.0,1.0,17.0,0.0,6.0,0.0,1,4.0,12.0,0
4228,valid,21538.0,0.0,17.0,5.0,9.0,0.0,0,6.0,10.0,0
4229,valid,15384.0,0.0,20.0,2.0,6.0,0.0,1,3.0,4.0,0
4230,valid,12307.0,0.0,22.0,9.0,9.0,0.0,1,6.0,12.0,0
4231,valid,15384.0,0.0,19.0,2.0,12.0,0.0,0,5.0,11.0,0
4232,valid,15384.0,0.0,18.0,3.0,3.0,0.0,1,6.0,9.0,0
4233,valid,12307.0,0.0,19.0,0.0,3.0,0.0,1,5.0,10.0,0
4234,valid,12307.0,1.0,20.0,3.0,6.0,0.0,1,4.0,13.0,0
4235,valid,6153.0,0.0,16.0,0.0,0.0,1.0,1,6.0,11.0,0
4236,valid,12307.0,0.0,22.0,1.0,6.0,0.0,1,5.0,9.0,0
4237,valid,21538.0,0.0,16.0,2.0,6.0,0.0,1,6.0,10.0,0
4238,valid,15384.0,1.0,17.0,1.0,18.0,0.0,1,4.0,16.0,0
4239,valid,9230.0,0.0,17.0,0.0,0.0,1.0,0,6.0,10.0,0
4240,valid,15384.0,0.0,19.0,3.0,3.0,0.0,1,6.0,9.0,0
4241,valid,18461.0,0.0,18.0,2.0,15.0,0.0,1,6.0,11.0,0
4242,valid,12307.0,0.0,20.0,1.0,18.0,0.0,1,6.0,12.0,0
4243,valid,6153.0,0.0,21.0,0.0,3.0,0.0,1,4.0,8.0,0
4244,valid,15384.0,1.0,20.0,3.0,0.0,0.0,1,3.0,9.0,0
4245,valid,12307.0,0.0,19.0,5.0,3.0,0.0,1,3.0,8.0,0
4246,valid,9230.0,0.0,21.0,3.0,0.0,0.0,1,5.0,9.0,0
4247,valid,12307.0,1.0,17.0,2.0,3.0,4.0,1,6.0,11.0,0
4248,valid,9230.0,1.0,16.0,0.0,6.0,0.0,0,5.0,13.0,0
4249,valid,24615.0,0.0,18.0,1.0,3.0,0.0,1,5.0,8.0,0
4250,valid,9230.0,2.0,18.0,1.0,9.0,0.0,1,6.0,10.0,0
4251,valid,12307.0,0.0,21.0,2.0,9.0,0.0,1,5.0,6.0,0
4252,valid,6153.0,0.0,22.0,2.0,3.0,0.0,1,6.0,9.0,0
4253,valid,18461.0,1.0,21.0,1.0,6.0,0.0,1,5.0,9.0,0
4254,valid,9230.0,0.0,18.0,3.0,6.0,0.0,1,5.0,11.0,0
4255,valid,24615.0,1.0,22.0,2.0,9.0,0.0,0,6.0,9.0,0
4256,valid,9230.0,0.0,19.0,0.0,3.0,1.0,1,4.0,8.0,0
4257,valid,3076.0,0.0,22.0,3.0,6.0,0.0,0,5.0,12.0,0
4258,valid,9230.0,0.0,19.0,5.0,0.0,0.0,0,6.0,13.0,0
4259,valid,6153.0,1.0,19.0,2.0,3.0,0.0,0,5.0,9.0,0
4260,valid,12307.0,1.0,20.0,5.0,6.0,0.0,1,5.0,13.0,0
4261,valid,15384.0,0.0,17.0,2.0,0.0,0.0,1,4.0,9.0,0
4262,valid,12307.0,0.0,20.0,1.0,6.0,1.0,1,5.0,8.0,0
4263,valid,24615.0,1.0,21.0,2.0,3.0,0.0,1,6.0,10.0,0
4264,valid,9230.0,0.0,21.0,0.0,3.0,3.0,1,5.0,10.0,0
4265,valid,18461.0,0.0,21.0,3.0,0.0,0.0,1,5.0,11.0,0
4266,valid,9230.0,0.0,20.0,1.0,0.0,1.0,1,5.0,13.0,0
4267,valid,15384.0,0.0,23.0,1.0,0.0,0.0,1,5.0,13.0,0
4268,valid,18461.0,0.0,21.0,4.0,3.0,0.0,0,5.0,12.0,0
4269,valid,6153.0,1.0,20.0,0.0,9.0,0.0,0,5.0,10.0,0
4270,valid,12307.0,1.0,22.0,0.0,6.0,0.0,1,6.0,10.0,0
4271,valid,3076.0,0.0,19.0,2.0,0.0,0.0,1,4.0,10.0,0
4272,valid,12307.0,0.0,17.0,2.0,3.0,1.0,1,6.0,11.0,0
4273,valid,9230.0,0.0,23.0,4.0,6.0,1.0,1,6.0,12.0,0
4274,valid,9230.0,0.0,21.0,0.0,3.0,0.0,1,6.0,9.0,0
4275,valid,24615.0,1.0,20.0,1.0,3.0,0.0,0,5.0,12.0,0
4276,valid,9230.0,1.0,19.0,2.0,9.0,0.0,1,5.0,10.0,0
4277,valid,12307.0,0.0,20.0,2.0,3.0,0.0,1,6.0,9.0,0
4278,valid,15384.0,0.0,22.0,1.0,0.0,0.0,0,3.0,13.0,0
4279,valid,24615.0,0.0,20.0,1.0,3.0,0.0,1,6.0,9.0,0
4280,valid,15384.0,0.0,21.0,1.0,6.0,3.0,1,4.0,9.0,0
4281,valid,12307.0,0.0,17.0,1.0,0.0,0.0,0,3.0,5.0,0
4282,valid,6153.0,0.0,18.0,0.0,0.0,0.0,1,5.0,9.0,0
4283,valid,27692.0,0.0,20.0,2.0,30.0,0.0,1,4.0,11.0,0
4284,valid,6153.0,0.0,19.0,1.0,3.0,0.0,1,6.0,14.0,0
4285,valid,3076.0,0.0,22.0,1.0,3.0,0.0,0,4.0,10.0,0
4286,valid,15384.0,0.0,16.0,2.0,6.0,0.0,0,5.0,10.0,0
4287,valid,12307.0,1.0,22.0,1.0,9.0,0.0,0,3.0,8.0,0
4288,valid,15384.0,0.0,19.0,2.0,3.0,0.0,1,6.0,9.0,0
4289,valid,12307.0,0.0,19.0,0.0,9.0,0.0,0,6.0,10.0,0
4290,valid,15384.0,0.0,21.0,0.0,0.0,0.0,1,6.0,11.0,0
4291,valid,3076.0,0.0,19.0,0.0,0.0,0.0,1,5.0,12.0,0
4292,valid,6153.0,0.0,22.0,3.0,12.0,0.0,1,6.0,9.0,0
4293,valid,18461.0,0.0,21.0,1.0,3.0,0.0,1,6.0,13.0,0
4294,valid,6153.0,0.0,18.0,1.0,3.0,0.0,1,6.0,11.0,0
4295,valid,9230.0,0.0,22.0,2.0,3.0,0.0,1,6.0,13.0,0
4296,valid,15384.0,0.0,19.0,0.0,6.0,0.0,1,5.0,6.0,0
4297,valid,24615.0,0.0,21.0,1.0,9.0,0.0,1,6.0,10.0,0
4298,valid,18461.0,0.0,18.0,0.0,0.0,2.0,1,6.0,8.0,0
4299,valid,9230.0,0.0,17.0,1.0,3.0,1.0,1,5.0,10.0,0
4300,valid,15384.0,0.0,23.0,0.0,6.0,0.0,1,5.0,10.0,0
4301,valid,27692.0,0.0,19.0,0.0,9.0,0.0,1,6.0,11.0,0
4302,valid,12307.0,0.0,16.0,0.0,3.0,0.0,1,5.0,9.0,0
4303,valid,6153.0,1.0,16.0,1.0,9.0,1.0,1,4.0,9.0,0
4304,valid,3076.0,0.0,18.0,0.0,0.0,0.0,1,5.0,10.0,0
4305,valid,12307.0,1.0,21.0,2.0,6.0,0.0,1,5.0,11.0,0
4306,valid,3076.0,0.0,21.0,2.0,3.0,0.0,1,6.0,12.0,0
4307,valid,9230.0,0.0,18.0,1.0,6.0,2.0,0,5.0,12.0,0
4308,valid,6153.0,1.0,17.0,2.0,0.0,0.0,0,4.0,14.0,0
4309,valid,9230.0,0.0,19.0,0.0,0.0,1.0,1,6.0,9.0,0
4310,valid,18461.0,1.0,23.0,4.0,3.0,1.0,0,3.0,14.0,0
4311,valid,18461.0,1.0,23.0,1.0,3.0,0.0,1,6.0,8.0,0
4312,valid,15384.0,0.0,17.0,2.0,0.0,0.0,1,5.0,15.0,0
4313,valid,21538.0,0.0,19.0,5.0,3.0,0.0,0,4.0,13.0,0
4314,valid,9230.0,0.0,19.0,0.0,3.0,0.0,1,6.0,14.0,0
4315,valid,9230.0,0.0,20.0,6.0,12.0,0.0,1,6.0,13.0,0
4316,valid,6153.0,0.0,22.0,1.0,0.0,1.0,0,4.0,12.0,0
4317,valid,15384.0,0.0,22.0,1.0,18.0,0.0,1,6.0,13.0,0
4318,valid,12307.0,0.0,18.0,2.0,3.0,1.0,1,6.0,14.0,0
4319,valid,3076.0,0.0,20.0,0.0,12.0,0.0,1,5.0,9.0,0
4320,valid,9230.0,0.0,19.0,5.0,9.0,0.0,1,5.0,10.0,0
4321,valid,12307.0,0.0,17.0,1.0,15.0,0.0,0,4.0,13.0,0
4322,valid,9230.0,1.0,21.0,0.0,3.0,0.0,1,5.0,12.0,0
4323,valid,12307.0,0.0,17.0,1.0,3.0,1.0,1,6.0,10.0,0
4324,valid,6153.0,0.0,18.0,1.0,3.0,1.0,1,6.0,8.0,0
4325,valid,12307.0,0.0,20.0,1.0,9.0,1.0,0,6.0,12.0,0
4326,valid,3076.0,2.0,20.0,2.0,6.0,0.0,0,6.0,10.0,0
4327,valid,12307.0,0.0,20.0,2.0,12.0,0.0,0,6.0,9.0,0
4328,valid,6153.0,1.0,23.0,3.0,6.0,0.0,1,6.0,11.0,0
4329,valid,24615.0,0.0,18.0,0.0,6.0,0.0,1,3.0,11.0,0
4330,valid,9230.0,0.0,17.0,0.0,0.0,0.0,1,6.0,9.0,0
4331,valid,6153.0,1.0,23.0,4.0,9.0,0.0,1,5.0,11.0,0
4332,valid,15384.0,0.0,21.0,1.0,3.0,0.0,1,5.0,11.0,0
4333,valid,9230.0,1.0,16.0,1.0,6.0,0.0,1,6.0,11.0,0
4334,valid,12307.0,0.0,19.0,0.0,12.0,0.0,0,6.0,10.0,0
4335,valid,15384.0,0.0,21.0,0.0,0.0,0.0,1,6.0,11.0,0
4336,valid,3076.0,0.0,24.0,1.0,3.0,0.0,1,5.0,13.0,0
4337,valid,18461.0,0.0,23.0,0.0,6.0,0.0,1,3.0,13.0,0
4338,valid,21538.0,0.0,19.0,2.0,0.0,0.0,1,5.0,10.0,0
4339,valid,9230.0,1.0,18.0,1.0,3.0,0.0,1,5.0,14.0,0
4340,valid,24615.0,1.0,23.0,0.0,0.0,0.0,0,6.0,7.0,0
4341,valid,3076.0,0.0,21.0,1.0,0.0,1.0,1,4.0,9.0,0
4342,valid,18461.0,1.0,20.0,1.0,3.0,0.0,0,6.0,12.0,0
4343,valid,12307.0,0.0,19.0,1.0,0.0,0.0,1,5.0,12.0,0
4344,valid,6153.0,0.0,19.0,1.0,0.0,0.0,0,5.0,9.0,0
4345,valid,3076.0,0.0,19.0,3.0,15.0,0.0,1,5.0,12.0,0
4346,valid,15384.0,1.0,21.0,2.0,0.0,0.0,0,6.0,9.0,0
4347,valid,12307.0,0.0,20.0,4.0,9.0,0.0,0,4.0,6.0,0
4348,valid,12307.0,0.0,23.0,0.0,0.0,0.0,1,6.0,11.0,0
4349,valid,21538.0,0.0,20.0,4.0,3.0,1.0,1,3.0,11.0,0
4350,valid,18461.0,1.0,21.0,3.0,15.0,0.0,1,4.0,11.0,0
4351,valid,18461.0,1.0,22.0,1.0,6.0,0.0,1,3.0,11.0,0
4352,valid,18461.0,0.0,18.0,1.0,6.0,0.0,1,5.0,10.0,0
4353,valid,12307.0,0.0,19.0,1.0,12.0,0.0,0,3.0,14.0,0
4354,valid,9230.0,0.0,21.0,0.0,0.0,0.0,1,5.0,10.0,0
4355,valid,21538.0,0.0,18.0,2.0,0.0,0.0,0,6.0,9.0,0
4356,valid,9230.0,0.0,17.0,1.0,3.0,1.0,0,6.0,10.0,0
4357,valid,12307.0,1.0,21.0,3.0,6.0,0.0,1,6.0,11.0,0
4358,valid,12307.0,1.0,19.0,1.0,0.0,0.0,0,6.0,9.0,0
4359,valid,12307.0,0.0,17.0,1.0,9.0,1.0,1,6.0,11.0,0
4360,valid,15384.0,0.0,20.0,1.0,0.0,0.0,1,5.0,9.0,0
4361,valid,6153.0,0.0,18.0,4.0,6.0,0.0,0,5.0,12.0,0
4362,valid,15384.0,0.0,16.0,2.0,3.0,0.0,0,3.0,9.0,0
4363,valid,6153.0,0.0,21.0,0.0,0.0,0.0,1,6.0,12.0,0
4364,valid,9230.0,0.0,21.0,1.0,3.0,0.0,1,4.0,11.0,0
4365,valid,18461.0,0.0,17.0,1.0,0.0,0.0,1,6.0,12.0,0
4366,valid,6153.0,0.0,25.0,1.0,9.0,0.0,1,5.0,12.0,0
4367,valid,12307.0,0.0,19.0,6.0,3.0,0.0,1,3.0,6.0,0
4368,valid,24615.0,0.0,19.0,1.0,3.0,0.0,1,6.0,12.0,0
4369,valid,9230.0,0.0,19.0,0.0,0.0,0.0,1,5.0,9.0,0
4370,valid,12307.0,0.0,22.0,3.0,3.0,0.0,0,6.0,16.0,0
4371,valid,9230.0,1.0,20.0,1.0,6.0,0.0,1,6.0,10.0,0
4372,valid,9230.0,0.0,17.0,0.0,6.0,0.0,1,4.0,11.0,0
4373,valid,12307.0,0.0,23.0,0.0,9.0,0.0,1,6.0,16.0,0
4374,valid,21538.0,0.0,21.0,0.0,3.0,0.0,1,6.0,12.0,0
4375,valid,27692.0,0.0,19.0,0.0,9.0,0.0,1,6.0,8.0,0
4376,valid,18461.0,0.0,18.0,2.0,0.0,0.0,1,5.0,10.0,0
4377,valid,9230.0,0.0,22.0,1.0,3.0,0.0,1,6.0,11.0,0
4378,valid,12307.0,0.0,20.0,0.0,3.0,0.0,0,6.0,13.0,0
4379,valid,3076.0,0.0,20.0,0.0,3.0,0.0,1,4.0,10.0,0
4380,valid,12307.0,0.0,19.0,0.0,15.0,0.0,1,6.0,12.0,0
4381,valid,0.0,1.0,22.0,1.0,0.0,0.0,1,4.0,11.0,0
4382,valid,15384.0,2.0,19.0,0.0,3.0,0.0,1,5.0,10.0,0
4383,valid,21538.0,0.0,22.0,1.0,3.0,0.0,0,3.0,8.0,0
4384,valid,18461.0,1.0,19.0,1.0,9.0,0.0,1,4.0,10.0,0
4385,valid,3076.0,0.0,23.0,1.0,9.0,0.0,0,6.0,9.0,0
4386,valid,18461.0,2.0,20.0,1.0,6.0,1.0,1,6.0,13.0,0
4387,valid,9230.0,1.0,20.0,0.0,9.0,0.0,1,5.0,13.0,0
4388,valid,12307.0,0.0,20.0,1.0,9.0,0.0,1,6.0,10.0,0
4389,valid,9230.0,0.0,19.0,1.0,9.0,0.0,1,5.0,12.0,0
4390,valid,24615.0,1.0,18.0,0.0,3.0,1.0,1,3.0,10.0,0
4391,valid,6153.0,0.0,17.0,2.0,0.0,0.0,1,5.0,13.0,0
4392,valid,12307.0,0.0,21.0,2.0,9.0,0.0,1,6.0,9.0,0
4393,valid,12307.0,0.0,20.0,1.0,3.0,0.0,1,6.0,13.0,0
4394,valid,15384.0,1.0,17.0,1.0,3.0,0.0,1,5.0,11.0,0
4395,valid,3076.0,0.0,18.0,1.0,9.0,1.0,0,4.0,12.0,0
4396,valid,3076.0,0.0,20.0,0.0,3.0,0.0,1,6.0,10.0,0
4397,valid,12307.0,0.0,17.0,1.0,0.0,0.0,0,3.0,12.0,0
4398,valid,15384.0,0.0,19.0,1.0,6.0,0.0,1,6.0,11.0,0
4399,valid,18461.0,1.0,17.0,1.0,15.0,0.0,0,5.0,15.0,0
4400,valid,6153.0,0.0,23.0,2.0,3.0,1.0,0,5.0,10.0,0
4401,valid,9230.0,0.0,17.0,0.0,24.0,3.0,0,6.0,12.0,0
4402,valid,12307.0,0.0,16.0,4.0,9.0,0.0,1,3.0,9.0,0
4403,valid,9230.0,0.0,17.0,5.0,3.0,0.0,1,5.0,10.0,0
4404,valid,0.0,0.0,18.0,2.0,0.0,0.0,1,5.0,5.0,0
4405,valid,12307.0,1.0,18.0,0.0,3.0,0.0,1,6.0,10.0,0
4406,valid,3076.0,0.0,20.0,2.0,0.0,1.0,0,5.0,14.0,0
4407,valid,6153.0,0.0,18.0,0.0,6.0,0.0,1,5.0,10.0,0
4408,valid,18461.0,1.0,18.0,2.0,6.0,0.0,0,6.0,11.0,0
4409,valid,15384.0,0.0,17.0,0.0,3.0,0.0,1,6.0,13.0,0
4410,valid,6153.0,0.0,16.0,2.0,3.0,0.0,1,6.0,7.0,0
4411,valid,18461.0,0.0,20.0,3.0,0.0,1.0,0,6.0,10.0,0
4412,valid,21538.0,1.0,24.0,2.0,12.0,0.0,1,3.0,7.0,0
4413,valid,9230.0,0.0,18.0,1.0,9.0,0.0,0,6.0,12.0,0
4414,valid,15384.0,0.0,19.0,2.0,0.0,0.0,1,3.0,10.0,0
4415,valid,15384.0,0.0,21.0,2.0,3.0,0.0,0,5.0,13.0,0
4416,valid,15384.0,0.0,20.0,1.0,6.0,0.0,0,6.0,8.0,0
4417,valid,6153.0,0.0,23.0,0.0,3.0,2.0,1,6.0,10.0,0
